24914 -- Apr 30 01:24:27 localhost CEF:0|Linux|iptables|ver|0|Dropped packet - UDP|0|deviceInboundInterface=enp0s3 dmac=ff:ff:ff:ff:ff:ff smac=50:7b:9d:d3:9e:f6 src=192.168.100.100 dst=192.168.100.255 proto=UDP spt=57621 dpt=57621 rawEvent=Apr 30 01:24:27 localhost kernel: IN=enp0s3 OUT= MAC=ff:ff:ff:ff:ff:ff:50:7b:9d:d3:9e:f6:08:00 SRC=192.168.100.100 DST=192.168.100.255 LEN=72 TOS=0x00 PREC=0x00 TTL=128 ID=14097 PROTO=UDP SPT=57621 DPT=57621 LEN=52 
25078 -- May  3 11:36:42 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50432 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6552 reason=password rawEvent=May  3 11:36:42 localhost sshd[6552]: Failed password for secmon from 192.168.100.100 port 50432 ssh2

25079 -- May  3 11:36:42 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50432 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6552 reason=password rawEvent=May  3 11:36:42 localhost sshd[6552]: Failed password for secmon from 192.168.100.100 port 50432 ssh2

25080 -- May  3 11:36:45 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50433 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6560 reason=password rawEvent=May  3 11:36:45 localhost sshd[6560]: Failed password for secmon from 192.168.100.100 port 50433 ssh2

25081 -- May  3 11:36:45 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50433 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6560 reason=password rawEvent=May  3 11:36:45 localhost sshd[6560]: Failed password for secmon from 192.168.100.100 port 50433 ssh2

25082 -- May  3 11:36:48 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50434 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6564 reason=password rawEvent=May  3 11:36:48 localhost sshd[6564]: Failed password for secmon from 192.168.100.100 port 50434 ssh2

25083 -- May  3 11:36:48 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50434 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6564 reason=password rawEvent=May  3 11:36:48 localhost sshd[6564]: Failed password for secmon from 192.168.100.100 port 50434 ssh2

25084 -- May  3 11:36:51 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50435 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6570 reason=password rawEvent=May  3 11:36:51 localhost sshd[6570]: Failed password for secmon from 192.168.100.100 port 50435 ssh2

25085 -- May  3 11:36:52 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50435 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6570 reason=password rawEvent=May  3 11:36:52 localhost sshd[6570]: Failed password for secmon from 192.168.100.100 port 50435 ssh2

25086 -- May  3 11:37:29 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50436 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6598 reason=password rawEvent=May  3 11:37:29 localhost sshd[6598]: Failed password for secmon from 192.168.100.100 port 50436 ssh2

25087 -- May  3 11:37:32 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50436 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6598 reason=password rawEvent=May  3 11:37:32 localhost sshd[6598]: Failed password for secmon from 192.168.100.100 port 50436 ssh2

25088 -- May  3 11:37:35 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50436 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=6598 reason=password rawEvent=May  3 11:37:35 localhost sshd[6598]: Failed password for secmon from 192.168.100.100 port 50436 ssh2

25089 -- May  3 11:37:47 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50438 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6660 reason=password rawEvent=May  3 11:37:47 localhost sshd[6660]: Failed password for matus from 192.168.100.100 port 50438 ssh2

25090 -- May  3 11:37:47 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50438 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6660 reason=password rawEvent=May  3 11:37:47 localhost sshd[6660]: Failed password for matus from 192.168.100.100 port 50438 ssh2

25091 -- May  3 11:37:53 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50439 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6676 reason=password rawEvent=May  3 11:37:53 localhost sshd[6676]: Failed password for matus from 192.168.100.100 port 50439 ssh2

25092 -- May  3 11:38:13 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50440 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6704 reason=password rawEvent=May  3 11:38:13 localhost sshd[6704]: Failed password for matus from 192.168.100.100 port 50440 ssh2

25093 -- May  3 11:38:13 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50440 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6704 reason=password rawEvent=May  3 11:38:13 localhost sshd[6704]: Failed password for matus from 192.168.100.100 port 50440 ssh2

25094 -- May  3 11:38:14 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50441 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6710 reason=password rawEvent=May  3 11:38:14 localhost sshd[6710]: Failed password for matus from 192.168.100.100 port 50441 ssh2

25095 -- May  3 11:38:14 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50441 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6710 reason=password rawEvent=May  3 11:38:14 localhost sshd[6710]: Failed password for matus from 192.168.100.100 port 50441 ssh2

25096 -- May  3 11:38:16 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50442 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6714 reason=password rawEvent=May  3 11:38:16 localhost sshd[6714]: Failed password for matus from 192.168.100.100 port 50442 ssh2

25097 -- May  3 11:38:16 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50442 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=6714 reason=password rawEvent=May  3 11:38:16 localhost sshd[6714]: Failed password for matus from 192.168.100.100 port 50442 ssh2

25098 -- May  3 11:42:24 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/0 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/bin/sec rawEvent=May  3 11:42:24 localhost sudo:   matus : TTY=pts/0 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/bin/sec -conf=ssh_correlation_final.rule -input=/var/www/html/secmon/__secOutput --intevents --debug=7

25099 -- May  3 11:42:48 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50456 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7142 reason=password rawEvent=May  3 11:42:48 localhost sshd[7142]: Failed password for matus from 192.168.100.100 port 50456 ssh2

25100 -- May  3 11:42:48 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50456 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7142 reason=password rawEvent=May  3 11:42:48 localhost sshd[7142]: Failed password for matus from 192.168.100.100 port 50456 ssh2

25101 -- May  3 11:42:52 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50457 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7165 reason=password rawEvent=May  3 11:42:52 localhost sshd[7165]: Failed password for matus from 192.168.100.100 port 50457 ssh2

25102 -- May  3 11:42:53 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50457 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7165 reason=password rawEvent=May  3 11:42:53 localhost sshd[7165]: Failed password for matus from 192.168.100.100 port 50457 ssh2

25103 -- May  3 11:48:19 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/0 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/bin/sec rawEvent=May  3 11:48:19 localhost sudo:   matus : TTY=pts/0 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/bin/sec -conf=ssh_correlation_final.rule -input=/var/www/html/secmon/__secOutput --intevents --debug=7

25104 -- May  3 11:48:51 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50475 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7556 reason=password rawEvent=May  3 11:48:51 localhost sshd[7556]: Failed password for matus from 192.168.100.100 port 50475 ssh2

25105 -- May  3 11:48:51 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50475 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7556 reason=password rawEvent=May  3 11:48:51 localhost sshd[7556]: Failed password for matus from 192.168.100.100 port 50475 ssh2

25106 -- May  3 11:49:03 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50477 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7588 reason=password rawEvent=May  3 11:49:03 localhost sshd[7588]: Failed password for secmon from 192.168.100.100 port 50477 ssh2

25107 -- May  3 11:49:03 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50477 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7588 reason=password rawEvent=May  3 11:49:03 localhost sshd[7588]: Failed password for secmon from 192.168.100.100 port 50477 ssh2

25108 -- May  3 11:49:07 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50478 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7596 reason=password rawEvent=May  3 11:49:07 localhost sshd[7596]: Failed password for matus from 192.168.100.100 port 50478 ssh2

25109 -- May  3 11:49:07 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50478 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7596 reason=password rawEvent=May  3 11:49:07 localhost sshd[7596]: Failed password for matus from 192.168.100.100 port 50478 ssh2

25110 -- May  3 11:49:08 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50479 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7600 reason=password rawEvent=May  3 11:49:08 localhost sshd[7600]: Failed password for matus from 192.168.100.100 port 50479 ssh2

25111 -- May  3 11:49:08 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50479 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7600 reason=password rawEvent=May  3 11:49:08 localhost sshd[7600]: Failed password for matus from 192.168.100.100 port 50479 ssh2

25112 -- May  3 11:49:09 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50480 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7605 reason=password rawEvent=May  3 11:49:09 localhost sshd[7605]: Failed password for matus from 192.168.100.100 port 50480 ssh2

25113 -- May  3 11:49:09 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50480 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7605 reason=password rawEvent=May  3 11:49:09 localhost sshd[7605]: Failed password for matus from 192.168.100.100 port 50480 ssh2

25114 -- May  3 11:49:12 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50481 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7612 reason=password rawEvent=May  3 11:49:12 localhost sshd[7612]: Failed password for secmon from 192.168.100.100 port 50481 ssh2

25115 -- May  3 11:49:12 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50481 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7612 reason=password rawEvent=May  3 11:49:12 localhost sshd[7612]: Failed password for secmon from 192.168.100.100 port 50481 ssh2

25116 -- May  3 11:49:13 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50482 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7614 reason=password rawEvent=May  3 11:49:13 localhost sshd[7614]: Failed password for secmon from 192.168.100.100 port 50482 ssh2

25117 -- May  3 11:49:13 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50482 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7614 reason=password rawEvent=May  3 11:49:13 localhost sshd[7614]: Failed password for secmon from 192.168.100.100 port 50482 ssh2

25118 -- May  3 11:49:14 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50483 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7621 reason=password rawEvent=May  3 11:49:14 localhost sshd[7621]: Failed password for secmon from 192.168.100.100 port 50483 ssh2

25119 -- May  3 11:49:14 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50483 outcome=failure app=SSHv2 destinationServiceName=sshd duser=secmon dpid=7621 reason=password rawEvent=May  3 11:49:14 localhost sshd[7621]: Failed password for secmon from 192.168.100.100 port 50483 ssh2

25120 -- May  3 11:49:19 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50484 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7630 reason=password rawEvent=May  3 11:49:19 localhost sshd[7630]: Failed password for matus from 192.168.100.100 port 50484 ssh2

25121 -- May  3 11:49:19 localhost CEF:0|Security|sshd|0|130|Wrong password|0|src=192.168.100.100 dpt=50484 outcome=failure app=SSHv2 destinationServiceName=sshd duser=matus dpid=7630 reason=password rawEvent=May  3 11:49:19 localhost sshd[7630]: Failed password for matus from 192.168.100.100 port 50484 ssh2

25122 -- May  3 14:52:44 localhost CEF:0|Security|sshd|0|133|Sucess login|0|src=192.168.100.100 dpt=50249 outcome=success app=SSHv2 destinationServiceName=sshd duser=secmon dpid=11111 reason=password rawEvent=May  3 14:52:44 localhost sshd[11111]: Accepted password for secmon from 192.168.100.100 port 50249 ssh2

25123 -- May  3 14:56:11 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/sbin/visudo rawEvent=May  3 14:56:11 localhost sudo:   matus : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/sbin/visudo

25124 -- May  3 15:05:11 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/sbin/visudo rawEvent=May  3 15:05:11 localhost sudo:   matus : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/sbin/visudo

25125 -- May  3 15:05:29 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/bin/su rawEvent=May  3 15:05:29 localhost sudo:   matus : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/bin/su secmon

25126 -- May  3 15:06:04 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=secmon tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/bin/systemctl rawEvent=May  3 15:06:04 localhost sudo:  secmon : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/bin/systemctl restart secmon-normalizer.service

25127 -- May  3 15:06:14 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=secmon tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/bin/systemctl rawEvent=May  3 15:06:14 localhost sudo:  secmon : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/bin/systemctl restart secmon-correlator.service

25128 -- May  3 15:11:01 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/sbin/visudo rawEvent=May  3 15:11:01 localhost sudo:   matus : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/sbin/visudo

25129 -- May  3 15:12:19 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/bin/vim rawEvent=May  3 15:12:19 localhost sudo:   matus : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/bin/vim /usr/bin/secmon-correlator.sh

25130 -- May  3 15:13:23 localhost CEF:0|Linux|sudo|0|0|sudo command usage|0| user=matus tty=pts/1 pwd=/home/matus/sec_tryout/sec_pass_parent userRights=root cmnd=/bin/vim rawEvent=May  3 15:13:23 localhost sudo:   matus : TTY=pts/1 ; PWD=/home/matus/sec_tryout/sec_pass_parent ; USER=root ; COMMAND=/bin/vim /usr/bin/secmon-correlator.sh

25131 -- May  3 16:35:03 localhost CEF:0|Security|sshd|0|133|Sucess login|0|src=192.168.100.100 dpt=50705 outcome=success app=SSHv2 destinationServiceName=sshd duser=secmon dpid=14393 reason=password rawEvent=May  3 16:35:03 localhost sshd[14393]: Accepted password for secmon from 192.168.100.100 port 50705 ssh2

25132 -- May  3 19:04:37 localhost CEF:0|Security|sshd|0|133|Sucess login|0|src=192.168.100.100 dpt=52191 outcome=success app=SSHv2 destinationServiceName=sshd duser=secmon dpid=17950 reason=password rawEvent=May  3 19:04:37 localhost sshd[17950]: Accepted password for secmon from 192.168.100.100 port 52191 ssh2

